Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
83467,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,0.1,9221.0,4.78,Chicago,German,618,9738,1,Tech Enthusiasts,2021-09-04,0.06346272335181762
2539,DataTech Solutions,Social Media,Men 25-34,45 days,Facebook,0.07,16461.0,5.86,Los Angeles,English,493,7571,7,Outdoor Adventurers,2021-12-15,0.06511689340906089
156468,Innovate Industries,Display,Men 18-24,45 days,Website,0.11,6049.0,4.31,Los Angeles,English,742,2391,1,Outdoor Adventurers,2021-09-05,0.31033040568799664
131747,DataTech Solutions,Email,Men 18-24,15 days,Email,0.01,13390.0,4.47,Los Angeles,French,398,3818,4,Foodies,2021-12-13,0.10424305919329492
161605,Alpha Innovations,Social Media,Women 25-34,15 days,Instagram,0.12,12494.0,4.13,Houston,French,820,8545,8,Outdoor Adventurers,2021-10-02,0.09596255119953188
198875,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.09,19046.0,6.81,Chicago,Spanish,962,8012,5,Foodies,2021-11-11,0.1200698951572641
69234,Alpha Innovations,Search,All Ages,30 days,Facebook,0.14,11751.0,7.93,Chicago,English,884,8785,9,Tech Enthusiasts,2021-09-06,0.1006260671599317
35512,DataTech Solutions,Social Media,Men 18-24,30 days,Facebook,0.1,12294.0,5.42,New York,Mandarin,530,6534,4,Tech Enthusiasts,2021-04-17,0.08111417202326293
43758,DataTech Solutions,Search,Women 35-44,30 days,Email,0.08,11915.0,5.34,Los Angeles,Spanish,465,9866,9,Tech Enthusiasts,2021-11-19,0.047131562943442125
103809,TechCorp,Influencer,All Ages,15 days,Google Ads,0.09,16197.0,3.38,New York,Mandarin,528,9034,8,Tech Enthusiasts,2021-05-29,0.05844587115342041
166907,Alpha Innovations,Display,Men 18-24,15 days,Website,0.04,10744.0,4.11,New York,Spanish,563,8732,6,Outdoor Adventurers,2021-04-12,0.06447549244159413
73346,Innovate Industries,Influencer,Men 18-24,45 days,Website,0.09,15166.0,3.48,Chicago,Mandarin,711,8586,6,Tech Enthusiasts,2021-12-12,0.08280922431865828
91690,Innovate Industries,Influencer,Women 35-44,30 days,Facebook,0.02,14092.0,4.53,New York,Spanish,696,6877,6,Foodies,2021-03-16,0.10120692162280064
152825,Innovate Industries,Social Media,Men 18-24,60 days,Facebook,0.09,10629.0,3.94,Los Angeles,English,652,2250,5,Fashionistas,2021-09-12,0.2897777777777778
84190,Innovate Industries,Search,Women 35-44,45 days,Website,0.11,15117.0,4.09,Los Angeles,French,966,1002,10,Foodies,2021-08-28,0.9640718562874252
35005,Innovate Industries,Email,Women 25-34,60 days,Facebook,0.04,6939.0,2.51,Miami,French,889,5116,3,Health & Wellness,2021-11-26,0.17376856919468334
151059,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.04,9909.0,3.56,Chicago,Spanish,739,7320,5,Foodies,2021-11-10,0.10095628415300546
125167,Alpha Innovations,Search,Women 35-44,15 days,Facebook,0.05,11499.0,5.74,New York,English,314,6555,10,Foodies,2021-12-03,0.0479023646071701
97254,Alpha Innovations,Email,Women 25-34,60 days,Website,0.12,5137.0,5.38,New York,English,377,4162,8,Tech Enthusiasts,2021-06-13,0.09058145122537242
87690,Alpha Innovations,Display,All Ages,15 days,Email,0.1,12944.0,4.22,Los Angeles,Mandarin,674,3731,10,Health & Wellness,2021-03-31,0.1806486196730099
158510,NexGen Systems,Email,Men 18-24,15 days,YouTube,0.09,14462.0,7.21,Houston,German,354,5605,5,Foodies,2021-04-10,0.06315789473684211
144461,Alpha Innovations,Email,Women 35-44,15 days,YouTube,0.06,11298.0,3.91,Los Angeles,German,897,3785,7,Fashionistas,2021-10-13,0.2369881109643329
145874,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.05,17423.0,6.2,Los Angeles,Mandarin,706,4833,1,Outdoor Adventurers,2021-08-27,0.14607903993378854
119167,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.02,11236.0,5.83,Miami,French,527,7804,4,Outdoor Adventurers,2021-06-26,0.06752947206560739
63924,Innovate Industries,Social Media,Women 25-34,45 days,Email,0.09,13594.0,5.53,Los Angeles,German,507,8915,3,Tech Enthusiasts,2021-02-18,0.05687044307347168
50396,DataTech Solutions,Email,Men 18-24,15 days,Website,0.04,18360.0,2.94,Chicago,German,349,1281,10,Health & Wellness,2021-01-26,0.2724434035909446
144075,TechCorp,Email,Men 18-24,30 days,Email,0.12,7256.0,5.7,New York,English,618,5782,7,Health & Wellness,2021-09-22,0.10688343133863715
162016,NexGen Systems,Search,Women 35-44,45 days,Google Ads,0.14,18554.0,2.96,Los Angeles,German,762,6818,9,Fashionistas,2021-11-17,0.11176298034614256
62164,DataTech Solutions,Search,All Ages,30 days,Instagram,0.03,5109.0,3.99,Houston,Spanish,895,7778,8,Fashionistas,2021-04-24,0.1150681409102597
80603,TechCorp,Display,Women 25-34,15 days,Google Ads,0.14,8762.0,2.45,New York,Mandarin,346,6216,10,Tech Enthusiasts,2021-10-30,0.05566280566280566
183877,TechCorp,Influencer,Men 18-24,15 days,Email,0.13,11838.0,4.1,Miami,English,695,7737,9,Fashionistas,2021-10-09,0.08982809874628409
34879,Innovate Industries,Social Media,All Ages,30 days,Website,0.04,17640.0,7.13,Houston,English,317,5126,5,Foodies,2021-07-23,0.06184159188451034
190285,Alpha Innovations,Search,Women 35-44,60 days,Website,0.09,10677.0,7.56,New York,English,729,2731,8,Fashionistas,2021-04-30,0.2669351885756133
156399,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,0.08,14190.0,4.2,New York,Mandarin,528,7011,9,Foodies,2021-06-28,0.07531022678647839
166247,DataTech Solutions,Search,Women 35-44,30 days,YouTube,0.08,17095.0,5.9,Los Angeles,French,469,5329,10,Tech Enthusiasts,2021-06-21,0.08800900731844624
176094,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,0.04,14825.0,7.73,Chicago,Spanish,650,7681,1,Health & Wellness,2021-06-13,0.08462439786486134
114505,Alpha Innovations,Email,Men 18-24,15 days,Facebook,0.14,13241.0,7.93,New York,Mandarin,602,5883,8,Foodies,2021-09-17,0.1023287438381778
171860,DataTech Solutions,Email,Women 25-34,45 days,Instagram,0.04,12826.0,2.25,Miami,English,510,5892,2,Fashionistas,2021-11-06,0.08655804480651731
105942,Innovate Industries,Search,Women 25-34,45 days,Email,0.07,14683.0,2.64,Los Angeles,Spanish,917,7723,10,Outdoor Adventurers,2021-04-02,0.11873624239285252
179739,DataTech Solutions,Email,Men 25-34,45 days,Email,0.13,6777.0,5.5,New York,English,384,8504,3,Outdoor Adventurers,2021-06-08,0.045155221072436504
112073,TechCorp,Social Media,Women 35-44,15 days,Email,0.14,19747.0,3.81,Miami,German,455,1055,8,Health & Wellness,2021-01-18,0.4312796208530806
108009,Innovate Industries,Search,All Ages,60 days,Google Ads,0.14,10330.0,3.92,Miami,French,595,7875,8,Health & Wellness,2021-11-30,0.07555555555555556
124441,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,0.02,10229.0,6.21,Houston,French,120,3243,9,Foodies,2021-12-07,0.03700277520814061
114490,DataTech Solutions,Display,All Ages,60 days,Facebook,0.1,18430.0,4.48,Los Angeles,French,241,2504,7,Tech Enthusiasts,2021-09-02,0.09624600638977636
64474,TechCorp,Influencer,Men 25-34,15 days,Google Ads,0.09,8083.0,4.06,New York,Spanish,730,7357,3,Health & Wellness,2021-08-22,0.09922522767432378
84138,Alpha Innovations,Social Media,Men 25-34,15 days,Website,0.12,19318.0,5.59,Houston,Mandarin,622,4466,8,Foodies,2021-07-07,0.13927451858486342
89276,NexGen Systems,Search,Men 25-34,30 days,Email,0.1,14759.0,6.62,Los Angeles,Spanish,159,2054,5,Outdoor Adventurers,2021-08-04,0.07740993184031159
133435,TechCorp,Display,Men 25-34,45 days,YouTube,0.08,9751.0,5.7,Miami,Mandarin,532,6905,2,Outdoor Adventurers,2021-07-29,0.07704561911658218
153852,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.04,5850.0,7.99,Los Angeles,French,535,5005,8,Fashionistas,2021-07-06,0.1068931068931069
37323,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.06,9909.0,2.28,Los Angeles,French,483,4967,4,Foodies,2021-04-03,0.09724179585262734
72679,TechCorp,Influencer,Women 35-44,60 days,Website,0.09,6565.0,2.55,Los Angeles,German,584,5358,1,Foodies,2021-02-13,0.10899589399029488
29600,Innovate Industries,Social Media,Men 25-34,60 days,Website,0.14,16910.0,6.85,Houston,German,416,6874,6,Tech Enthusiasts,2021-02-04,0.060517893511783535
159912,Innovate Industries,Influencer,Men 25-34,15 days,YouTube,0.06,18681.0,2.08,Los Angeles,French,532,5409,6,Health & Wellness,2021-02-11,0.09835459419486042
91817,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.01,14101.0,3.08,Miami,Spanish,844,4264,8,Outdoor Adventurers,2021-07-21,0.19793621013133209
157831,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.01,9306.0,4.28,Los Angeles,German,918,7100,3,Foodies,2021-05-31,0.12929577464788733
29550,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.14,6854.0,8.0,Miami,French,183,1765,4,Foodies,2021-12-16,0.10368271954674221
23572,NexGen Systems,Influencer,Men 18-24,60 days,YouTube,0.01,19601.0,5.36,Houston,German,766,5465,9,Foodies,2021-07-31,0.14016468435498627
40622,NexGen Systems,Display,Men 25-34,45 days,Email,0.11,15716.0,3.27,Los Angeles,French,614,9578,10,Outdoor Adventurers,2021-04-17,0.06410524117769889
183253,TechCorp,Display,Women 25-34,15 days,Instagram,0.08,19966.0,3.36,New York,French,986,4765,7,Health & Wellness,2021-01-23,0.2069254984260231
75722,NexGen Systems,Search,Women 35-44,60 days,Facebook,0.1,19766.0,5.65,Houston,French,931,1859,9,Foodies,2021-06-16,0.50080688542227
175574,Alpha Innovations,Social Media,Men 25-34,45 days,Facebook,0.05,6733.0,6.57,Chicago,French,650,6889,6,Health & Wellness,2021-01-09,0.09435331688198577
172100,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.15,10312.0,2.03,New York,German,731,2539,2,Foodies,2021-07-04,0.2879086254430878
124334,NexGen Systems,Email,Women 25-34,30 days,Website,0.06,5951.0,7.67,Miami,Spanish,126,6348,2,Foodies,2021-08-22,0.01984877126654064
116675,TechCorp,Search,All Ages,30 days,Google Ads,0.04,6362.0,2.13,Los Angeles,English,461,3159,10,Health & Wellness,2021-08-28,0.14593225704336815
191294,NexGen Systems,Influencer,Women 25-34,60 days,Instagram,0.07,17847.0,6.86,Chicago,English,998,5441,9,Fashionistas,2021-02-03,0.1834221650431906
89504,DataTech Solutions,Influencer,Women 35-44,45 days,Facebook,0.02,10028.0,2.47,Houston,German,322,3846,8,Tech Enthusiasts,2021-03-20,0.08372334893395736
92280,Alpha Innovations,Email,Men 18-24,15 days,Email,0.06,11944.0,2.07,Miami,English,839,5625,10,Health & Wellness,2021-10-27,0.14915555555555557
177326,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.09,18187.0,2.46,New York,English,436,3687,10,Health & Wellness,2021-10-28,0.11825332248440466
97863,Innovate Industries,Email,Men 18-24,60 days,Facebook,0.08,19073.0,7.63,Chicago,English,699,1816,4,Health & Wellness,2021-02-12,0.3849118942731278
108500,Innovate Industries,Display,Men 25-34,15 days,Google Ads,0.13,6406.0,6.8,New York,Spanish,842,8669,1,Tech Enthusiasts,2021-04-05,0.09712769638943361
30939,DataTech Solutions,Social Media,Men 18-24,30 days,Website,0.04,10311.0,4.94,Houston,English,209,5081,4,Outdoor Adventurers,2021-10-06,0.04113363511119858
193697,DataTech Solutions,Display,Men 18-24,15 days,Google Ads,0.07,18598.0,5.23,New York,Mandarin,525,3420,1,Tech Enthusiasts,2021-09-04,0.15350877192982457
163153,NexGen Systems,Search,Men 25-34,30 days,Website,0.08,6043.0,5.57,Chicago,German,891,1879,6,Fashionistas,2021-12-29,0.4741883980840873
108390,TechCorp,Influencer,Women 25-34,15 days,Google Ads,0.11,17331.0,4.8,Miami,German,640,8067,8,Tech Enthusiasts,2021-12-16,0.079335564646089
65399,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,0.13,6895.0,3.17,New York,French,567,7193,10,Fashionistas,2021-03-05,0.07882663700820242
90392,DataTech Solutions,Search,Women 35-44,45 days,Email,0.08,8080.0,6.36,Chicago,Mandarin,436,3501,9,Tech Enthusiasts,2021-08-25,0.12453584690088546
11513,TechCorp,Display,Men 18-24,30 days,Facebook,0.04,13744.0,4.96,Chicago,Spanish,855,4899,7,Health & Wellness,2021-07-17,0.1745254133496632
72544,TechCorp,Display,Women 35-44,15 days,Website,0.07,9922.0,3.47,Houston,Spanish,141,7674,1,Foodies,2021-10-01,0.018373729476153244
65594,NexGen Systems,Search,All Ages,45 days,Website,0.09,6335.0,2.91,Chicago,Mandarin,971,2271,1,Fashionistas,2021-09-16,0.42756494936151473
193295,NexGen Systems,Display,Men 18-24,60 days,Email,0.12,17155.0,3.95,Chicago,French,997,4542,2,Tech Enthusiasts,2021-07-29,0.21950682518714223
195046,TechCorp,Search,Men 25-34,30 days,Website,0.07,16775.0,6.37,Los Angeles,English,671,7205,4,Health & Wellness,2021-05-16,0.09312977099236641
131207,Innovate Industries,Social Media,All Ages,45 days,Email,0.1,18902.0,6.91,Chicago,Spanish,261,3640,7,Fashionistas,2021-06-21,0.0717032967032967
50755,DataTech Solutions,Display,Men 25-34,15 days,YouTube,0.13,13318.0,5.15,Miami,Spanish,756,9988,10,Foodies,2021-01-20,0.07569082899479375
43269,NexGen Systems,Display,Women 35-44,15 days,Email,0.08,16425.0,7.88,Miami,German,373,7228,7,Health & Wellness,2021-07-18,0.05160486995019369
113455,Innovate Industries,Influencer,Men 18-24,30 days,Google Ads,0.1,10069.0,3.85,Houston,Mandarin,652,1300,5,Outdoor Adventurers,2021-11-01,0.5015384615384615
64469,TechCorp,Influencer,Women 25-34,60 days,Website,0.14,10129.0,3.92,Miami,German,738,3297,6,Fashionistas,2021-08-17,0.22383985441310283
178810,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.03,6664.0,3.4,Houston,Mandarin,587,4245,9,Outdoor Adventurers,2021-11-21,0.13828032979976443
165857,NexGen Systems,Social Media,Women 35-44,45 days,YouTube,0.06,5197.0,7.79,New York,German,661,9669,1,Health & Wellness,2021-05-27,0.06836280897714345
198865,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,0.06,15329.0,3.02,Chicago,German,468,1417,5,Foodies,2021-11-01,0.3302752293577982
50519,NexGen Systems,Email,Men 18-24,45 days,Email,0.09,6890.0,6.64,Chicago,Spanish,442,7573,2,Outdoor Adventurers,2021-05-29,0.058365244949161496
77331,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,0.11,13925.0,7.65,Los Angeles,French,386,1322,1,Foodies,2021-11-12,0.291981845688351
52263,Innovate Industries,Search,Women 25-34,15 days,Website,0.07,10564.0,7.75,Miami,English,128,5102,3,Tech Enthusiasts,2021-03-09,0.025088200705605645
97713,DataTech Solutions,Search,Women 25-34,30 days,Instagram,0.11,9441.0,5.61,Houston,Spanish,943,9184,9,Outdoor Adventurers,2021-09-15,0.10267857142857142
45137,NexGen Systems,Search,All Ages,45 days,Website,0.03,19085.0,5.3,Houston,French,171,2172,2,Fashionistas,2021-08-30,0.0787292817679558
136779,TechCorp,Search,Men 25-34,15 days,Instagram,0.14,18401.0,6.03,Los Angeles,English,515,5943,7,Tech Enthusiasts,2021-09-26,0.08665657075551068
102762,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.03,13551.0,4.67,New York,French,728,5455,9,Foodies,2021-07-16,0.13345554537121906
129511,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.05,12194.0,5.25,Los Angeles,German,977,1724,7,Health & Wellness,2021-10-28,0.5667053364269141
181904,DataTech Solutions,Search,Women 25-34,60 days,Google Ads,0.07,16217.0,3.07,New York,Mandarin,672,4281,7,Foodies,2021-05-14,0.15697266993693063
34725,Innovate Industries,Search,Women 35-44,30 days,YouTube,0.1,7967.0,4.44,Miami,German,453,7029,5,Outdoor Adventurers,2021-02-19,0.06444728979940248
179077,TechCorp,Influencer,All Ages,15 days,Website,0.14,6669.0,4.82,Chicago,Mandarin,899,5101,9,Health & Wellness,2021-08-15,0.17623995295040187
185916,Innovate Industries,Display,All Ages,60 days,Email,0.09,12308.0,3.48,Los Angeles,Mandarin,824,2447,7,Fashionistas,2021-05-11,0.33673886391499797
167503,Alpha Innovations,Display,Men 18-24,30 days,Email,0.08,7904.0,6.36,Chicago,Mandarin,983,7076,1,Fashionistas,2021-11-29,0.13892029395138497
148327,Alpha Innovations,Search,Men 25-34,15 days,Website,0.12,13672.0,3.47,Houston,French,386,4427,2,Tech Enthusiasts,2021-05-17,0.0871922295007906
183669,DataTech Solutions,Search,Women 35-44,60 days,Website,0.08,16027.0,3.16,New York,English,800,6139,6,Outdoor Adventurers,2021-03-15,0.1303143834500733
33545,DataTech Solutions,Display,Men 25-34,30 days,Facebook,0.07,12736.0,5.11,Houston,French,803,2305,10,Foodies,2021-11-26,0.34837310195227766
65373,Innovate Industries,Social Media,Women 35-44,30 days,Email,0.13,10601.0,4.26,Chicago,English,727,8477,10,Foodies,2021-02-07,0.08576147221894538
184032,Innovate Industries,Search,Women 35-44,45 days,Instagram,0.1,15844.0,4.29,Los Angeles,Mandarin,625,4506,10,Health & Wellness,2021-03-13,0.1387039502885042
95543,DataTech Solutions,Display,Women 25-34,60 days,Website,0.05,14363.0,3.5,Houston,French,663,1732,6,Tech Enthusiasts,2021-10-05,0.3827944572748268
55146,TechCorp,Search,Men 18-24,30 days,Email,0.1,10915.0,4.79,Miami,Mandarin,696,4629,4,Outdoor Adventurers,2021-01-31,0.15035644847699287
191418,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.13,6525.0,3.13,Houston,Spanish,489,4400,10,Outdoor Adventurers,2021-06-07,0.11113636363636363
44995,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.08,14201.0,7.72,Los Angeles,Spanish,133,6436,6,Health & Wellness,2021-04-10,0.020665009322560598
105714,DataTech Solutions,Influencer,Women 35-44,60 days,Website,0.1,18107.0,7.33,Houston,French,566,9779,9,Fashionistas,2021-08-17,0.05787912874527048
159568,TechCorp,Display,Men 18-24,15 days,Email,0.12,16448.0,6.13,Chicago,Spanish,903,3467,3,Health & Wellness,2021-03-04,0.2604557254110182
79137,DataTech Solutions,Influencer,Men 25-34,30 days,Facebook,0.13,7614.0,5.67,Los Angeles,Mandarin,507,7520,4,Tech Enthusiasts,2021-10-24,0.06742021276595744
95146,Innovate Industries,Influencer,Men 25-34,45 days,YouTube,0.05,17150.0,7.38,New York,Spanish,111,7400,4,Tech Enthusiasts,2021-09-03,0.015
14520,Innovate Industries,Search,Women 35-44,45 days,Google Ads,0.13,9255.0,4.33,Chicago,French,118,7231,3,Health & Wellness,2021-10-12,0.016318628128889505
74947,NexGen Systems,Influencer,Women 25-34,60 days,Google Ads,0.13,8224.0,5.75,Chicago,French,557,2101,8,Outdoor Adventurers,2021-05-02,0.26511185149928607
91084,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,0.04,10966.0,7.39,New York,French,540,9300,5,Health & Wellness,2021-07-18,0.05806451612903226
9795,NexGen Systems,Search,All Ages,30 days,Google Ads,0.04,13658.0,5.15,New York,Spanish,136,6930,10,Tech Enthusiasts,2021-11-01,0.019624819624819625
149101,Innovate Industries,Display,Women 35-44,45 days,Website,0.06,7038.0,6.37,Chicago,English,980,5265,3,Foodies,2021-06-30,0.18613485280151948
90498,Alpha Innovations,Display,Men 25-34,15 days,Facebook,0.03,7651.0,5.69,Miami,German,563,1260,3,Fashionistas,2021-12-09,0.44682539682539685
124220,DataTech Solutions,Display,Men 18-24,45 days,Instagram,0.09,18834.0,6.48,Los Angeles,German,663,5672,7,Fashionistas,2021-04-30,0.11688998589562764
70694,DataTech Solutions,Social Media,Men 25-34,15 days,YouTube,0.03,7513.0,6.98,Houston,Mandarin,927,4005,6,Tech Enthusiasts,2021-09-06,0.23146067415730337
61933,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.04,18552.0,3.88,New York,Spanish,283,2828,8,Foodies,2021-09-05,0.10007072135785007
161602,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.09,16955.0,4.24,Houston,French,473,3706,2,Outdoor Adventurers,2021-09-29,0.12763086886130598
182244,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.12,5128.0,7.07,New York,Spanish,536,5663,10,Health & Wellness,2021-04-19,0.0946494790746954
141500,TechCorp,Social Media,Women 35-44,60 days,Google Ads,0.05,6030.0,3.27,New York,French,805,7202,6,Foodies,2021-09-02,0.11177450708136628
121688,NexGen Systems,Social Media,Women 35-44,30 days,Website,0.12,8454.0,2.19,Los Angeles,Spanish,622,2626,3,Tech Enthusiasts,2021-05-23,0.23686214775323686
119026,NexGen Systems,Display,All Ages,15 days,Website,0.14,9811.0,3.29,Los Angeles,French,864,2061,6,Outdoor Adventurers,2021-02-05,0.4192139737991266
14709,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.02,16034.0,6.39,Houston,German,803,4611,1,Outdoor Adventurers,2021-04-19,0.17414877466926915
64256,Innovate Industries,Social Media,All Ages,60 days,Instagram,0.14,9072.0,3.27,New York,German,994,6006,6,Tech Enthusiasts,2021-01-16,0.1655011655011655
